vor_id,area_sq,area_sqrt,res_value_marla,com_value_marla
vor56,938176.1545885636,968.594938345521,171600,257400
vor57,938023.0277587501,968.5158892649878,174900,358200
vor58,937869.8587015156,968.4368119301928,550800,832500
vor59,937716.64747343,968.3577063634233,191880,358650
vor60,937563.3941212032,968.2785725818801,421512,875448
vor61,1157896.0508101517,1076.0557842464077,421512,875448
vor62,474692.6493029222,688.9794258923282,200550,405300
vor63,937753.3815392021,968.3766733762241,200550,405300
vor64,937600.5927271442,968.297781019426,200550,405300
vor65,937447.7615333885,968.2188603479011,200550,405300
vor66,937294.8880087022,968.139911380944,171600,257400
vor67,937141.9722047751,968.0609341383295,171600,257400
vor68,936989.0141701464,967.9819286382088,222000,358200
vor69,936836.0139588268,967.9028949015634,550800,832500
vor70,936682.971618234,967.8238329459726,580200,1100700
vor71,936529.8872023608,967.7447427924167,417900,660900
vor72,936376.7607604226,967.6656244594113,289920,550350
vor73,945590.3762699413,972.4147141368961,435150,712200
vor74,1030735.8732418839,1015.2516305044203,200550,405300
vor75,936565.8053561723,967.7633002734565,200550,405300
vor76,936413.1428347006,967.6844231642363,437580,806520
vor77,936260.4380299258,967.6055177756717,437580,806520
vor78,936107.6909929335,967.5265841272443,437580,806520
vor79,935954.9017706118,967.4476222362696,405300,780300
vor80,935802.0704183788,967.3686321244755,405300,780300
vor81,935649.196984503,967.2896138098987,567600,889200
vor82,935496.2815210142,967.2105673125238,567600,889200
vor83,935343.3240770964,967.1314926508683,435150,712200
vor84,935190.3247027454,967.0523898438727,729540,1361808
vor85,938421.48317358,968.7215715434337,360300,703800
vor86,732182.5542787043,855.6766645636097,360300,703800
vor87,770154.5224001086,877.5844816313178,360300,703800
vor88,912063.4690201603,955.0201406358717,380100,703800
vor89,935683.3707284637,967.3072783394446,380100,703800
vor90,935530.9191850132,967.2284731049914,380100,703800
vor91,935378.425353567,967.1496395871567,249600,358800
vor92,935225.8892833409,967.0707778044691,249600,358800
vor93,935073.3110283524,966.9918877779443,195000,343200
vor94,934920.6906364278,966.9129695254004,132600,288600
vor95,934768.0281588577,966.8340230664505,132600,288600
vor96,934615.323647749,966.7550484211339,273000,639600
vor97,934462.5771513464,966.6760456074963,273000,639600
vor98,934309.7887231801,966.597014646321,427200,571800
vor99,934156.9584104113,966.5179555551006,729540,1361808
vor100,934004.0862661587,966.4388683544132,360300,703800
vor101,933851.1723399727,966.359753062995,360300,703800
vor102,933698.2166831143,966.2806097004711,224100,512100
vor103,1243090.2951608624,1114.9395926061925,180000,259200
vor104,1206607.0143351522,1098.4566510951408,720600,819000
vor105,934800.4578126709,966.8507939763358,380100,703800
vor106,934648.2172201169,966.772060632762,380100,703800
vor107,934495.9343343925,966.6932990014943,380100,703800
vor108,934343.6092072629,966.6145091023944,249600,358800
vor109,934191.241889942,966.5356909550428,249600,358800
vor110,934038.8324320525,966.4568445782007,148200,280800
vor111,933886.3808861731,966.3779699921625,446160,789360
vor112,933733.8872999692,966.2990672146844,249600,452400
vor113,933581.3517265578,966.2201362663468,162300,264900
vor114,933428.7742149101,966.141177165589,313800,446400
vor115,933276.1548176755,966.0621899327576,358200,631500
vor116,933123.4935824026,965.9831745855631,576000,2880000
vor117,932970.7905621028,965.9041311445473,224100,512100
vor118,932818.0458056456,965.8250596281117,296400,588600
vor119,932665.2593652189,965.7459600563799,341400,571800
vor120,932512.4312894499,965.6668324476356,180000,259200
vor121,1130075.03060102,1063.049872113731,180000,259200
vor122,665047.8861697421,815.5046818809454,2917200,2917200
vor123,696164.7107301212,834.3648546829626,720600,819000
vor124,933765.0370873621,966.3151851685672,720600,819000
vor125,933612.965119813,966.2364954398137,148200,280800
vor126,933460.850908855,966.1577774405457,148200,280800
vor127,933308.6945026263,966.0790311887669,148200,280800
vor128,933156.4959527571,966.0002567042915,421200,546000
vor129,933004.2553115735,965.9214540072984,421200,546000
vor130,932851.9726251821,965.8426231147506,132600,171600
vor131,932699.6479459797,965.7637640468707,249600,452400
vor132,932547.2813281497,965.6848768248107,234000,390000
vor133,932394.8728176864,965.6059614654864,273000,561600
vor134,932242.4224662249,965.5270179887381,302700,592800
vor135,932089.9303239094,965.4480464136376,1152000,1320000
vor136,931937.3964452834,965.3690467615395,294300,571800
vor137,931784.8208742358,965.2900190482836,298500,823200
vor138,931632.2036636546,965.2109632943747,180000,259200
vor139,931479.5448681079,965.1318795211916,319950,695400
vor140,931326.8445330657,965.0527677454045,2917200,2917200
vor141,931174.1027104191,964.9736279870135,2917200,2917200
vor142,704879.7970779111,839.571198337527,1056000,1320000
vor143,905016.2185769884,951.3234037786458,148200,280800
vor144,932577.6145374355,965.7005822393583,148200,280800
vor145,932425.669015938,965.621907899742,148200,280800
vor146,932273.6813480958,965.5432053243893,148200,280800
vor147,932121.6515822797,965.4644745314453,421200,546000
vor148,931969.5797711571,965.3857155412841,132600,171600
vor149,931817.4659625984,965.3069283717995,396000,660000
vor150,931665.3102062441,965.2281130418053,187200,280800
vor151,931513.1125604,965.1492695746084,555000,1076400
vor152,931360.8730651282,965.0703979840684,234000,382200
vor153,931208.5917772857,964.9914982927496,592800,1210800
vor154,931056.2687463188,964.9125705193807,174900,174900
vor155,930903.9040196696,964.8336146816557,413700,827400
vor156,930751.4976519007,964.7546308009621,392700,696300
vor157,930599.049690977,964.6756188952725,298500,590700
vor158,930446.5601890545,964.5965789847352,285900,543600
vor159,930294.0291939653,964.5175110872614,2917200,2917200
vor160,930141.456757934,964.4384152230426,1056000,1320000
vor161,929988.8429304904,964.3592914108779,1056000,1320000
vor162,1131923.6803193083,1063.919019624759,619200,715200
vor163,1044794.9734271285,1022.1521283190328,619200,715200
vor164,1189780.2782377834,1090.7704975098031,446160,797940
vor165,956420.3869069985,977.9674774280577,148200,280800
vor166,931390.388763833,965.0856898554828,148200,280800
vor167,931238.5698478613,965.0070309836407,148200,280800
vor168,931086.7088824414,964.9283439108012,234000,405600
vor169,930934.8059182947,964.8496286563491,132600,171600
vor170,930782.8610023772,964.7708852377217,304200,436800
vor171,930630.8741878802,964.6921136755914,249600,390000
vor172,930478.8455246378,964.6133139888947,210600,358800
vor173,930326.775065811,964.5344861982961,234000,421200
vor174,930174.6628539505,964.4556303189642,421512,891660
vor175,930022.5089495947,964.3767463753959,469200,857700
vor176,929870.3133969688,964.2978343836352,1584000,1828800
vor177,929718.076244626,964.2188943619732,423000,717300
vor178,929565.7975496445,964.1399263331255,748500,649154
vor179,929413.4773579093,964.0609303140074,429912,982656
vor180,929261.115718318,963.9819063231,290100,633600
vor181,929108.7126850393,963.9028543816224,437590,905886
vor182,928956.2683068959,963.8237745080248,565500,1094400
vor183,928803.7826336488,963.7446667212478,534000,849600
vor184,928651.2557153662,963.6655310403949,534000,849600
vor185,928498.687604411,963.5863674857646,388800,858000
vor186,991120.8976327318,995.5505500137759,463320,839520
vor187,763675.668838708,873.8853865574753,446160,797940
vor188,560411.3733714332,748.6062872908784,547200,936000
vor189,1173975.1685517044,1083.501346815824,148200,280800
vor190,930355.0102615264,964.5491227830371,148200,280800
vor191,930203.3601131064,964.4705076429794,234000,405600
vor192,930051.6679647814,964.3918643190544,234000,405600
vor193,929899.9338623711,964.3131928281242,234000,405600
vor194,929748.1578562589,964.2344931894206,132600,171600
vor195,929596.3399977719,964.1557654226685,343200,592800
vor196,929444.4803363563,964.0770095466214,202800,421200
vor197,929292.5789261537,963.9982255824716,249600,405600
vor198,929140.6358120907,963.9194135466361,341400,588600
vor199,928988.6510475902,963.8405734599422,405888,753792
vor200,928836.6246820185,963.7617053411172,460800,866100
vor201,928684.5567662688,963.6828092096843,435150,848850
vor202,928532.4473503561,963.6038850847148,844470,2149560
vor203,928380.296484216,963.5249329852425,460620,998010
vor204,928228.104218466,963.4459529306592,614160,1228320
vor205,928075.8706043247,963.3669449406725,921240,1627524
vor206,927923.5956898369,963.2879090333465,971400,1294200
vor207,927771.2795262572,963.2088452284153,437724,1005144
vor208,927618.9221654625,963.1297535459397,795600,1084800
vor209,927466.5236552381,963.0506340038608,792000,1056000
vor210,927314.0840488651,962.9714866229764,1017960,875603
vor211,927161.6033932483,962.8923114207779,446160,823680
vor212,927009.0817397004,962.8131084170491,308880,772200
vor213,703961.1772438857,839.0239431886826,547200,936000
vor214,770463.1004754581,877.7602750611684,148200,280800
vor215,929470.9729617307,964.0907493393611,148200,280800
vor216,929319.5336084514,964.0122061511728,234000,405600
vor217,929168.0522477973,963.9336347735757,234000,405600
vor218,929016.5289297381,963.8550352255977,234000,405600
vor219,928864.9637061452,963.7764075272569,234000,405600
vor220,928713.3566257522,963.6977516969479,132600,171600
vor221,928561.7077383109,963.6190677535967,195000,405600
vor222,928410.0170973075,963.5403557180714,140400,218400
vor223,928258.2847490137,963.4616156074998,249600,452400
vor224,928106.5107482015,963.382847443425,257400,452400
vor225,927954.6951407809,963.3040512427947,856800,1022400
vor226,927802.8379788218,963.2252270257574,409500,823200
vor227,927650.9393131258,963.1463748118069,180000,244800
vor228,927498.999194029,963.0674946202,194400,288000
vor229,927347.0176708845,962.9885864696863,460800,823200
vor230,927194.9947933892,962.909650379198,614160,1228320
vor231,927042.9306127287,962.8306863684438,491328,1274382
vor232,926890.825180243,962.7516944572172,661800,1160400
vor233,926738.6785431381,962.6726746631682,1017600,1742400
vor234,926586.4907552977,962.5936270074188,778440,724637
vor235,926434.2618621384,962.5145515066972,266400,360000
vor236,926281.9919201821,962.4354481835039,778440,754830
vor237,926129.6809731689,962.3563170537038,446160,823680
vor238,897924.5053981352,947.5887849685301,308880,772200
vor239,1189948.1107030287,1090.8474277840273,264000,594000
vor240,928283.9589236839,963.474939437287,158400,184800
vor241,928132.6463643434,963.3964118494232,158400,184800
vor242,927981.2918932487,963.3178561063055,158400,184800
vor243,927829.895565205,963.2392722294938,264000,528000
vor244,927678.457426542,963.1606602361529,132600,171600
vor245,927526.9775263186,963.0820201448673,195000,405600
vor246,927375.4559207781,963.0033519779555,264000,594000
vor247,927223.8926538648,962.9246557513546,264000,594000
vor248,927072.2877777899,962.8459314852973,842400,873600
vor249,926920.6413467943,962.7671792010747,436800,811200
vor250,926768.9534038377,962.688398914123,417600,950400
vor251,926617.224004283,962.6095906463238,820800,2160000
vor252,926465.4531988207,962.5307544171359,1108800,2246400
vor253,926313.6410314798,962.4518902425616,792000,2232000
vor254,926161.7875605618,962.3729981460212,648480,1621200
vor255,926009.8928300263,962.2940781434885,703800,1497600
vor256,925857.9568937,962.215130256067,3484800,3484800
vor257,925705.9798000918,962.1361545021016,567420,1151052
vor258,925553.9615992368,962.0571509007335,619800,1118400
vor259,925401.902342546,961.9781194718236,446160,772200
vor260,925249.8020782559,961.899060233586,446160,772200
vor261,1137282.3884770551,1066.43442764994,446160,823680
vor262,673241.6622441368,820.5130481863995,264000,594000
vor263,927399.3881432756,963.0157777229175,264000,594000
vor264,927248.2863144747,962.9373221110887,158400,184800
vor265,927097.1425716518,962.8588383411412,158400,184800
vor266,926945.956966306,962.7803264329335,158400,184800
vor267,926794.729546751,962.7017864046742,264000,528000
vor268,926643.4603658152,962.6232182769203,264000,528000
vor269,926492.149470391,962.5446220671491,264000,303600
vor270,926340.7969136285,962.4659977960928,237600,462000
vor271,926189.4027435875,962.3873454818427,594000,792000
vor272,926037.9670140703,962.3086651454772,264000,422400
vor273,925886.4897681284,962.2299568024935,446160,858000
vor274,925734.9710645668,962.151220476577,309600,734400
vor275,925583.410945621,962.072456182808,388800,1108800
vor276,925431.8094673723,961.993663943465,403200,1065600
vor277,925280.1666777949,961.9148437766178,1339200,4536000
vor278,925128.4826260118,961.8359957009365,1252800,2736000
vor279,924976.7573628904,961.757119736002,645000,1105800
vor280,924824.9909378474,961.6782159006449,468000,1123200
vor281,924673.1834044654,961.5992842158657,838320,724637
vor282,924521.3348062932,961.5203246974519,778440,717089
vor283,924369.4452007959,961.4413373684304,446160,858000
vor284,924217.5146328061,961.3623222452636,446160,858000
vor285,1165424.176417758,1079.5481352944657,446160,858000
vor286,1191508.1663864532,1091.5622595099435,264000,594000
vor287,926212.5158728812,962.399353632826,264000,594000
vor288,926061.5409637808,962.3209137100683,211200,396000
vor289,925910.5242381273,962.2424456643593,158400,184800
vor290,925759.4657463592,962.163949515029,528000,660000
vor291,925608.3655366924,962.0854252802567,184800,396000
vor292,925457.2236630365,962.0068729811843,303600,396000
vor293,925306.0401720132,961.92829263517,405600,733200
vor294,925154.8151155649,961.8496842623409,462000,660000
vor295,925003.5485434387,961.7710478816872,297000,462000
vor296,924852.2405052814,961.6923835121506,405600,733200
vor297,924700.8910513257,961.6136911729812,405600,2480400
vor298,924549.500233161,961.5349708841385,778440,724637
vor299,924398.0680981564,961.4562226633911,702000,2574000
vor300,924246.594698183,961.3774465308529,700800,1449600
vor301,924095.0800829923,961.2986425055391,657600,1310400
vor302,923943.5243026298,961.2198106066218,830400,1233600
vor303,923791.9274076861,961.1409508535604,446160,858000
vor304,923640.2894462284,961.0620632645055,748500,709541
vor305,923488.6104710907,960.9831478600915,823350,739734
vor306,923336.8905315227,960.9042046590923,421512,859236
vor307,923185.1296738661,960.8252336787716,421512,859236
vor308,923033.3279542312,960.7462349414809,421512,859236
vor309,1388882.7631836631,1178.5087030580908,464070,407609
vor310,806409.5848508538,898.0031095997684,264000,594000
vor311,925176.6477284281,961.8610334806312,264000,594000
vor312,925025.8416683772,961.7826374334157,264000,594000
vor313,924874.9938378201,961.7042132786048,158400,211200
vor314,924724.1042898906,961.6257610369486,319950,592800
vor315,924573.1730686532,961.5472807244859,249600,390000
vor316,924422.2002293054,961.4687723630474,187200,316800
vor317,924271.1858220424,961.3902359718671,264000,462000
vor318,924120.1298937841,961.3116715684795,264000,386100
vor319,923969.0324969653,961.2330791732904,551208,1280748
vor320,923817.893680302,961.154458804776,460800,827400
vor321,923666.7134944883,961.0758104824448,748800,1176000
vor322,923515.4919903576,960.9971342258818,446160,858000
vor323,923364.2292164692,960.9184300534928,343200,764400
vor324,923212.9252239977,960.8396979850477,158400,216000
vor325,923061.5800594479,960.7609380378908,398400,1291200
vor326,922910.1937790703,960.6821502344417,667200,1425600
vor327,922758.7664282178,960.6033345914524,583440,1012440
vor328,922607.2980579735,960.5244911286612,483652,1105488
vor329,922455.7887192926,960.4456198657437,658680,709541
vor330,922304.2384614601,960.36672082151,464070,407609
vor331,922152.6473326397,960.2877940141901,464070,407609
vor332,922001.0153845894,960.2088394638895,464070,407609
vor333,956112.1105587168,977.809853989372,464070,407609
vor334,642085.8728969903,801.3026100650055,158400,462000
vor335,924140.681968009,961.3223611089097,158400,462000
vor336,923990.044772083,961.2440089655088,158400,462000
vor337,923839.3658529497,961.1656287305273,319950,592800
vor338,923688.6452637844,961.0872204247564,319950,592800
vor339,923537.8830472637,961.0087840635297,249600,390000
vor340,923387.0792605387,960.930319669714,249600,390000
vor341,923236.2339510039,960.8518272611047,201600,396000
vor342,923085.3471670533,960.7733068560207,201600,396000
vor343,922934.4189624263,960.6947584755661,343200,608400
vor344,922783.4493827422,960.6161821366233,238800,473400
vor345,922632.4384818937,960.5375778603842,748800,1176000
vor346,922481.38630686,960.4589456644464,273000,499200
vor347,922330.2929087211,960.3802855685456,516000,883200
vor348,922179.1583380338,960.301597592149,540540,960960
vor349,922027.9826442478,960.2228817541518,540540,960960
vor350,921876.7658789114,960.1441380745453,444000,892800
vor351,921725.5080874645,960.0653665701437,392250,967800
vor352,921574.2093233808,959.9865672619492,778440,754830
vor353,921422.869637513,959.9077401696024,201600,360000
vor354,921271.4890778101,959.8288853112361,216000,388800
vor355,921120.0676940394,959.7500027059335,216000,388800
vor356,886595.0181481906,941.5917470688613,216000,388800
vor357,638657.4071051397,799.1604389014384,158400,462000
vor358,923104.6187154965,960.7833359896998,158400,462000
vor359,922954.1503995429,960.7050277788406,158400,462000
vor360,922803.6404095448,960.6266914933942,158400,462000
vor361,922653.0887932135,960.5483271513274,319950,592800
vor362,922502.4955997783,960.4699347714004,249600,390000
vor363,922351.8608789075,960.391514372606,201600,396000
vor364,922201.1846836717,960.3130659757118,201600,396000
vor365,922050.4670613342,960.2345895984658,201600,396000
vor366,921899.7080624412,960.1560852603295,201600,396000
vor367,921748.9077370956,960.0775529805369,210600,351000
vor368,921598.0661360283,959.998992778653,462000,627000
vor369,921447.1833070104,959.9204046727053,744000,1171200
vor370,921296.259301374,959.8417886825797,744000,1171200
vor371,921145.2941704094,959.7631448281443,540540,960960
vor372,920994.2879601339,959.6844731265239,624000,892800
vor373,920843.240723566,959.605773598495,624000,892800
vor374,920692.1525099146,959.5270462628527,528000,897600
vor375,920541.0233696145,959.4482911390351,384000,768000
vor376,920389.8533508534,959.3695082453129,568098,1166904
vor377,920238.6425052073,959.2906976017266,158400,259200
vor378,920087.3908815826,959.2118592269294,388800,417600
vor379,1063781.9389826793,1031.398050697537,388800,417600
vor380,695074.1621283696,833.7110783289194,158400,462000
vor381,873634.4708369347,934.6841556573722,158400,462000
vor382,1177050.0690425746,1084.9193836606362,158400,462000
vor383,1191751.2319831206,1091.673592234932,158400,462000
vor384,921617.4349818686,960.009080676776,158400,462000
vor385,921467.0108273791,959.9307323069613,201600,396000
vor386,921316.5451898889,959.8523559328742,201600,396000
vor387,921166.038123592,959.7739515758865,201600,396000
vor388,921015.489678984,959.6955192554481,201600,396000
vor389,920864.8999027198,959.6170589890114,148200,171600
vor390,920714.2688477337,959.5385707973045,302400,432000
vor391,920563.5965607269,959.4600546978112,534000,6840000
vor392,920412.8830941678,959.3815107110246,367200,852000
vor393,920262.1284972567,959.3029388557385,472800,801600
vor394,920111.3328186858,959.2243391504855,472800,801600
vor395,919960.4961113771,959.1457116160074,180000,859200
vor396,919809.6184215858,959.0670562695738,624000,892800
vor397,919658.6997996191,958.988373130571,748500,694444
vor398,919507.74029645,958.9096622187358,778440,754830
vor399,919356.7399636663,958.8309235541302,201600,302400
vor400,919205.6988477714,958.7521571541685,388800,417600
vor401,919054.6170000011,958.6733630387365,285900,588600
vor402,918903.4944701107,958.5945412269521,285900,588600
vor403,1260994.8270593788,1122.9402597909557,285900,588600
vor404,1337292.971562306,1156.413840959328,158400,462000
vor405,920431.4288254572,959.3911761244509,201600,396000
vor406,920281.1322881953,959.3128438044574,249600,491400
vor407,920130.7943700645,959.2344835180106,249600,491400
vor408,919980.4151153001,959.1560952813155,249600,491400
vor409,919829.9945800767,959.0776791168047,249600,491400
vor410,919679.5328082524,958.9992350404939,194400,288000
vor411,919529.02985419,958.9207630738788,534000,6840000
vor412,919378.4857648859,958.8422632346187,534000,6840000
vor413,919227.9005924759,958.7637355430564,472800,801600
vor414,919077.2743840175,958.6851800168904,628800,1233600
vor415,918926.6071917487,958.6065966765244,180000,859200
vor416,918775.89906483,958.5279855407614,180000,859200
vor417,918625.1500527638,958.4493466285862,266400,360000
vor418,918474.3602045936,958.3706799587484,266400,360000
vor419,918323.529570984,958.2919855508466,264000,528000
vor420,918172.6582018326,958.2132634240837,145908,486360
vor421,918021.7461457865,958.1345135970139,285900,588600
vor422,917870.7934534006,958.0557360891905,285900,588600
vor423,917719.8001747029,957.9769309198958,285900,588600
vor424,987927.5203146975,993.9454312560109,285900,588600
vor425,1254009.646478109,1119.8257214754933,285900,588600
vor426,1168085.7902689874,1080.780176663593,249600,491400
vor427,919245.6223021541,958.772977457205,249600,491400
vor428,919095.4535444372,958.6946612683504,249600,491400
vor429,918945.2434986753,958.6163171460599,249600,491400
vor430,918794.9922176548,958.537945111019,249600,491400
vor431,918644.6997472611,958.4595451803175,249600,491400
vor432,918494.3661406992,958.3811173748674,249600,491400
vor433,918343.9914472206,958.3026617135217,628800,1233600
vor434,918193.5757117058,958.2241782128574,628800,1233600
vor435,918043.1189916657,958.1456668960444,628800,1233600
vor436,917892.6213313789,958.0671277793529,628800,1233600
vor437,917742.0827833284,957.9885608833376,180000,859200
vor438,917591.5033947511,957.9099662258197,266400,360000
vor439,917440.88321628,957.8313438263962,288000,410400
vor440,917290.2223000841,957.7526937054702,201600,302400
vor441,917139.5206925899,957.6740158804508,273600,403200
vor442,916988.7784439018,957.5953103706711,145908,486360
vor443,916837.9956051441,957.5165771960003,285900,588600
vor444,916687.1722256534,957.4378163753787,285900,588600
vor445,916536.3083542325,957.3590279274712,285900,588600
vor446,916385.4040405222,957.2802118713842,285900,588600
vor447,813589.9344740885,901.9922031115838,285900,588600
vor448,792178.8686516951,890.044307128412,249600,491400
vor449,918359.9736066253,958.3110004620762,249600,491400
vor450,918210.015314803,958.2327563357469,249600,491400
vor451,918060.0157358567,958.1544842747733,249600,491400
vor452,917909.9749129596,958.0761842948397,249600,491400
vor453,917759.8929033814,957.9978564189909,249600,491400
vor454,917609.7697502726,957.9195006629068,249600,491400
vor455,917459.605505686,957.8411170469171,249600,491400
vor456,917309.4002217017,957.7627055913703,628800,1233600
vor457,917159.1539443868,957.684266313479,628800,1233600
vor458,917008.8667254699,957.6057992334163,628800,1233600
vor459,916858.5386130268,957.5273043694508,628800,1233600
vor460,916708.1696585065,957.448781741617,180000,244800
vor461,916557.759910954,957.3702313686979,180000,244800
vor462,916407.3094201692,957.2916532698742,180000,244800
vor463,916256.8182332106,957.2130474628992,187200,316800
vor464,916106.2864041273,957.1344139691809,273600,403200
vor465,915955.7139812637,957.0557528071516,273600,403200
vor466,915805.1010109356,956.9770639941877,273600,403200
vor467,915654.4475454662,956.8983475508077,285900,588600
vor468,915503.7536366289,956.8196034972469,285900,588600
vor469,915353.0193278572,956.7408318493871,285900,588600
vor470,1209662.1581235977,1099.846424790115,285900,588600
vor471,1121845.5713521866,1059.1721160190098,249600,491400
vor472,917324.100591128,957.7703798881693,249600,491400
vor473,917174.3114467793,957.6921799026968,249600,491400
vor474,917024.481059971,957.6139519973437,249600,491400
vor475,916874.6094781132,957.5356961900236,249600,491400
vor476,916724.6967533805,957.4574125011412,249600,491400
vor477,916574.7429348547,957.3791009494905,249600,491400
vor478,916424.7480694304,957.3007615527266,249600,491400
vor479,916274.7122098346,957.2223943315548,628800,1233600
vor480,916124.6354049988,957.1439993047017,628800,1233600
vor481,915974.5177030542,957.0655764904797,628800,1233600
vor482,915824.3591546112,956.9871259085,628800,1233600
vor483,915674.1598116871,956.908647579113,180000,244800
vor484,915523.9197194993,956.83014151912,180000,244800
vor485,915373.6389299871,956.7516077488384,180000,244800
vor486,915223.3174926492,956.6730462873139,432000,432000
vor487,915072.9554568742,956.5944571535391,432000,432000
vor488,914922.5528724624,956.5158403667251,432000,432000
vor489,914772.1097876983,956.4371959452948,432000,432000
vor490,914621.6262549255,956.3585239097969,273600,403200
vor491,914471.1023210315,956.2798242779314,273600,403200
vor492,1116267.6640883381,1056.5356899264398,285900,588600
vor493,764365.5930275703,874.2800426794439,249600,491400
vor494,916288.1307977347,957.229403433542,249600,491400
vor495,916138.510815844,957.151247617556,249600,491400
vor496,915988.8496371445,957.0730638969757,249600,491400
vor497,915839.1473128555,956.9948522917224,249600,491400
vor498,915689.4038920086,956.9166128205783,249600,491400
vor499,915539.6194190276,956.8383454999217,249600,491400
vor500,915389.7939510334,956.7600503527692,249600,491400
vor501,915239.927531341,956.6817273949267,628800,1233600
vor502,915090.020213971,956.6033766477991,628800,1233600
vor503,914940.0720470338,956.5249981297059,628800,1233600
vor504,914790.0830771835,956.446591858209,180000,244800
vor505,914640.0533612103,956.3681578561732,180000,244800
vor506,914489.9829401474,956.2896961382296,180000,244800
vor507,914339.8718682119,956.2112067259053,432000,432000
vor508,914189.7201962161,956.1326896389518,432000,432000
vor509,914039.5279684645,956.0541448937213,432000,432000
vor510,913889.2952406735,955.9755725125373,432000,432000
vor511,913739.0220580599,955.8969725122367,432000,432000
vor512,992311.4609036944,996.1483127043354,432000,432000
vor513,975039.1609843881,987.4407126427328,432000,432000
vor514,740603.8377783544,860.583428714703,249600,491400
vor515,915252.0643212323,956.6880705440161,249600,491400
vor516,915102.6135180404,956.6099589268556,249600,491400
vor517,914953.1215673212,956.5318194222925,249600,491400
vor518,914803.5885127052,956.4536520463002,249600,491400
vor519,914654.0144084252,956.3754568203981,249600,491400
vor520,914504.3993017517,956.2972337624698,249600,491400
vor521,914354.7432426042,956.2189828917873,249600,491400
vor522,914205.0462820926,956.1407042282493,628800,1233600
vor523,914055.3084677823,956.0623977899049,628800,1233600
vor524,913905.5298499267,955.9840635962122,628800,1233600
vor525,913755.710477507,955.9057016659682,180000,244800
vor526,913605.8503998702,955.8273120181648,180000,244800
vor527,913455.9496694885,955.7488946734328,432000,432000
vor528,913306.0083299279,955.6704496477475,432000,432000
vor529,913156.0264385026,955.5919769642808,432000,432000
vor530,912838.3538868551,955.425744831515,432000,432000
vor531,728760.936831444,853.6749597074077,432000,432000
vor532,601093.7280545991,775.3023462202337,432000,432000
vor533,1007822.6554161307,1003.9037082390574,249600,491400
vor534,914066.6196571668,956.0683132795307,249600,491400
